Recency,Frequency,Monetary,Quantity,Ø_Price,∃_items,%_Cancelled,Ø_Qty,Ø_InvoiceQty,Average_Price,Ø_basket,Country,Flag
718,7,1415.15,661,3.287887323943662,48,0.0,8.46,187.2394366197183,3.67,17.87,United Kingdom,🇬🇧
730,6,891.32,332,4.360491803278689,52,50.0,5.44,109.50819672131148,4.36,-16.95,United Kingdom,🇬🇧
646,5,649.32,332,4.602972972972973,36,0.0,7.7,78.10810810810811,4.59,37.39,United Kingdom,🇬🇧
727,10,1989.2,851,3.8031506849315067,47,30.0,11.66,131.43835616438355,3.8,-27.9,United Kingdom,🇬🇧
722,9,3027.58,1756,4.220662650602409,114,0.0,11.38,209.8132530120482,3.35,14.96,United Kingdom,🇬🇧
689,4,329.09,367,2.5081818181818183,20,0.0,19.0,166.5909090909091,2.35,17.2,United Kingdom,🇬🇧
603,3,1145.33,464,4.373731343283582,59,0.0,9.09,205.16417910447763,4.51,13.51,United Kingdom,🇬🇧
645,1,395.5,204,3.2724,25,0.0,8.16,204.0,3.27,15.82,United Kingdom,🇬🇧
561,5,1171.89,747,2.12234375,50,0.0,11.37,178.078125,2.54,15.04,United Kingdom,🇬🇧
644,29,27402.98,19384,2.9029965156794426,148,0.0,63.05,1755.979094076655,2.82,90.47,United Kingdom,🇬🇧
730,17,3803.9900000000002,2125,3.1387292817679557,137,0.0,10.4,295.939226519337,3.28,12.32,United Kingdom,🇬🇧
469,8,1007.63,448,3.572777777777778,87,0.0,4.01,111.60317460317461,3.56,8.01,United Kingdom,🇬🇧
575,5,1405.92,541,4.196666666666667,96,0.0,4.65,162.74242424242425,4.19,10.76,United Kingdom,🇬🇧
685,7,1438.8300000000002,801,2.9742666666666664,52,0.0,10.52,170.72,3.12,17.74,United Kingdom,🇬🇧
732,9,1188.22,632,2.92075,51,0.0,7.46,126.375,3.28,16.43,United Kingdom,🇬🇧
581,3,859.21,476,2.578787878787879,97,0.0,4.81,227.34343434343435,2.58,16.6,United Kingdom,🇬🇧
575,2,634.68,2142,0.5477777777777777,8,0.0,86.81,1680.0,0.97,65.66,United Kingdom,🇬🇧
735,3,1335.5,694,6.418260869565217,67,0.0,10.95,356.4782608695652,4.22,19.79,United Kingdom,🇬🇧
625,1,388.55,149,3.2452380952380957,21,0.0,7.1,149.0,3.25,18.5,United Kingdom,🇬🇧
676,2,849.5600000000001,620,2.35,42,0.0,13.9,322.1904761904762,2.23,20.99,United Kingdom,🇬🇧
410,1,530.47,411,1.8238235294117646,34,0.0,11.83,411.0,2.03,15.6,United Kingdom,🇬🇧
623,4,867.14,506,2.7169811320754715,46,0.0,9.75,165.28301886792454,2.89,16.28,United Kingdom,🇬🇧
703,15,2732.14,1587,3.7810650887573964,148,0.0,10.46,260.84023668639054,3.76,21.47,United Kingdom,🇬🇧
730,8,30411.26,218090,1.212686567164179,60,37.5,3255.07,61344.62686567164,1.21,-8.6,Denmark,🇩🇰
399,1,165.45000000000002,103,3.18,10,0.0,10.3,103.0,3.18,16.55,United Kingdom,🇬🇧
732,3,244.45,124,5.246666666666667,12,0.0,8.27,106.93333333333334,5.25,26.05,United Kingdom,🇬🇧
408,1,42.0,100,0.42,1,0.0,100.0,100.0,0.42,42.0,United Kingdom,🇬🇧
691,1,136.8,68,2.1125,4,0.0,17.0,68.0,2.11,34.2,United Kingdom,🇬🇧
520,2,282.85,301,3.499473684210526,35,0.0,7.92,156.60526315789474,3.5,10.22,United Kingdom,🇬🇧
442,1,-127.66,-1,127.66,1,100.0,-1.0,-1.0,127.66,-127.66,United Kingdom,🇬🇧
647,13,1619.1299999999999,1745,2.1545744680851064,67,0.0,18.5,173.04255319148936,2.3,23.54,United Kingdom,🇬🇧
423,1,124.95,29,4.95,7,0.0,4.14,29.0,4.95,17.85,United Kingdom,🇬🇧
506,1,42.22,10,10.13,3,0.0,3.33,10.0,10.13,14.07,United Kingdom,🇬🇧
730,2,31.200000000000003,16,3.95,4,50.0,4.0,8.0,3.95,-19.8,United Kingdom,🇬🇧
738,5,1260.51,667,5.1316,73,20.0,8.89,183.88,5.13,-15.3,United Kingdom,🇬🇧
540,2,975.87,659,2.9293877551020406,45,0.0,13.37,380.16326530612247,2.82,19.29,Denmark,🇩🇰
561,5,1734.8799999999999,1768,2.7226136363636364,81,0.0,20.09,448.9431818181818,2.72,17.45,United Kingdom,🇬🇧
721,5,720.75,209,5.491111111111111,36,0.0,4.64,55.55555555555556,5.49,14.68,United Kingdom,🇬🇧
466,5,824.7,453,3.158181818181818,31,0.0,13.73,153.6060606060606,3.16,32.55,United Kingdom,🇬🇧
436,2,340.97,243,2.8343478260869563,20,0.0,10.39,215.7391304347826,2.77,17.96,United Kingdom,🇬🇧
694,11,2515.25,1411,3.6189999999999998,37,0.0,25.83,297.32,3.98,89.85,United Kingdom,🇬🇧
736,9,4019.85,2763,2.4665258215962442,170,0.0,12.81,475.38028169014086,2.37,19.76,United Kingdom,🇬🇧
651,3,6116.92,2252,3.93925,67,0.0,28.15,999.0,3.94,61.05,United Kingdom,🇬🇧
413,2,563.08,331,2.8927272727272726,31,0.0,10.92,204.3939393939394,2.3,16.33,United Kingdom,🇬🇧
402,2,708.53,463,2.8360869565217395,45,0.0,10.65,453.89130434782606,2.65,16.03,United Kingdom,🇬🇧
612,6,976.91,757,2.2604477611940297,52,0.0,14.16,291.2238805970149,1.84,15.03,United Kingdom,🇬🇧
722,12,5933.74,3026,2.8147540983606554,33,0.0,49.22,328.24590163934425,3.41,71.01,United Kingdom,🇬🇧
534,1,320.0,1000,0.32,1,0.0,1000.0,1000.0,0.32,320.0,United Kingdom,🇬🇧
577,1,246.54000000000002,94,4.405333333333333,15,0.0,6.27,94.0,4.41,16.44,United Kingdom,🇬🇧
652,1,200.43,153,1.8194285714285714,35,0.0,4.37,153.0,1.82,5.73,United Kingdom,🇬🇧
479,2,854.1500000000001,413,3.369607843137255,49,0.0,8.1,261.7450980392157,3.37,13.94,United Kingdom,🇬🇧
735,4,1183.8600000000001,2380,2.076304347826087,41,0.0,49.53,579.6304347826087,2.0,10.78,United Kingdom,🇬🇧
735,5,536.86,246,3.6156,23,0.0,9.84,62.52,3.62,22.24,United Kingdom,🇬🇧
723,14,9544.8,4513,3.669563636363636,183,0.0,14.38,500.70181818181817,3.77,39.57,United Kingdom,🇬🇧
727,6,3625.0,2900,1.25,1,0.0,208.96,483.3333333333333,2.08,500.0,United Kingdom,🇬🇧
374,1,221.10999999999999,118,2.9909615384615384,52,0.0,3.2,118.0,3.0,4.25,United Kingdom,🇬🇧
658,3,458.25,157,5.2407407407407405,21,0.0,5.81,54.18518518518518,5.24,14.69,United Kingdom,🇬🇧
733,12,4504.78,2215,4.267918367346939,177,0.0,9.04,570.5836734693878,4.27,33.19,United Kingdom,🇬🇧
510,4,685.47,457,2.6436144578313256,61,0.0,4.42,156.42168674698794,2.41,4.32,United Kingdom,🇬🇧
391,2,498.70000000000005,222,3.6261904761904766,19,0.0,10.57,204.0952380952381,3.63,28.34,United Kingdom,🇬🇧
435,1,193.25,73,4.904166666666667,12,0.0,6.96,73.0,5.92,16.1,United Kingdom,🇬🇧
596,15,2235.08,1594,3.984539007092199,107,0.0,11.83,156.87234042553192,3.86,17.96,United Kingdom,🇬🇧
430,3,421.9,226,3.1072,22,0.0,9.04,139.6,3.11,16.98,United Kingdom,🇬🇧
702,5,777.6600000000001,402,4.286071428571429,23,0.0,14.36,154.92857142857142,4.29,45.25,United Kingdom,🇬🇧
434,1,384.26,760,1.600952380952381,21,0.0,36.19,760.0,1.6,18.3,United Kingdom,🇬🇧
395,1,85.6,24,5.225,4,0.0,11.0,24.0,4.68,21.4,United Kingdom,🇬🇧
422,1,123.66,174,1.00125,8,0.0,21.75,174.0,1.0,15.46,United Kingdom,🇬🇧
623,20,4181.03,2242,2.4618220338983052,240,0.0,6.13,177.82627118644066,2.74,19.0,United Kingdom,🇬🇧
437,2,846.55,469,3.256153846153846,10,0.0,36.08,166.92307692307693,3.26,28.86,United Kingdom,🇬🇧
682,7,1891.6100000000001,1234,2.572056074766355,87,0.0,11.52,209.51401869158877,2.37,19.09,United Kingdom,🇬🇧
581,3,249.93,105,4.0200000000000005,15,0.0,7.87,94.29411764705883,2.89,17.61,United Kingdom,🇬🇧
675,7,2786.66,2186,1.844523227383863,291,14.285714285714286,5.24,469.79706601466995,1.99,-8.5,United Kingdom,🇬🇧
667,3,834.38,298,4.893913043478261,43,0.0,8.07,99.69565217391305,4.66,17.21,United Kingdom,🇬🇧
410,1,519.8100000000001,303,2.512307692307692,13,0.0,23.31,303.0,2.51,39.99,United Kingdom,🇬🇧
736,10,2420.66,1613,2.725159420289855,311,0.0,5.64,508.7826086956522,2.6,15.68,United Kingdom,🇬🇧
655,8,521.88,285,4.0651785714285715,48,0.0,6.82,97.75,4.04,7.48,United Kingdom,🇬🇧
415,2,327.39,233,3.4108695652173915,22,0.0,10.13,223.7826086956522,3.41,15.05,United Kingdom,🇬🇧
687,9,2494.98,1542,2.2896551724137932,87,0.0,10.41,310.8,2.25,16.1,United Kingdom,🇬🇧
729,18,4377.75,2861,2.2678861788617883,189,0.0,11.11,346.4959349593496,3.51,19.55,United Kingdom,🇬🇧
732,8,1128.09,742,1.943896103896104,47,0.0,10.03,94.05194805194805,2.0,35.8,United Kingdom,🇬🇧
667,8,2957.78,1490,2.745530303030303,81,0.0,10.16,222.4090909090909,2.48,14.96,United Kingdom,🇬🇧
400,2,682.54,492,1.9202173913043479,46,0.0,10.7,256.95652173913044,1.92,14.52,United Kingdom,🇬🇧
625,2,609.84,341,2.937377049180328,54,0.0,11.22,171.52459016393442,2.99,17.23,United Kingdom,🇬🇧
563,3,759.98,894,1.1215555555555556,34,0.0,25.66,416.8,1.84,15.73,United Kingdom,🇬🇧
462,2,142.7,90,2.6,5,0.0,14.0,45.0,1.95,25.3,United Kingdom,🇬🇧
736,12,3280.7000000000003,1228,4.324295774647887,80,0.0,7.94,153.5,4.94,22.27,United Kingdom,🇬🇧
721,12,2452.77,1457,2.5015231788079473,106,0.0,9.76,193.0794701986755,2.4,23.95,United Kingdom,🇬🇧
398,2,895.76,613,3.6136363636363638,29,0.0,18.58,303.27272727272725,3.61,27.35,United Kingdom,🇬🇧
549,3,376.46,143,4.535,36,0.0,3.25,71.79545454545455,4.54,7.56,United Kingdom,🇬🇧
575,3,566.7,204,4.801612903225807,30,0.0,6.58,99.51612903225806,4.8,18.86,United Kingdom,🇬🇧
734,22,5874.85,3057,2.7433571428571426,135,0.0,10.57,180.9857142857143,2.6,17.53,United Kingdom,🇬🇧
737,6,1243.88,1104,2.3658333333333332,23,0.0,34.83,346.94444444444446,2.21,96.0,United Kingdom,🇬🇧
493,7,2487.01,911,3.264383561643836,42,0.0,17.08,159.17808219178082,3.28,22.75,United Kingdom,🇬🇧
732,1,209.41,149,2.946875,16,0.0,9.31,149.0,2.95,13.09,United Kingdom,🇬🇧
435,4,1675.81,757,3.735285714285714,61,0.0,14.21,334.14285714285717,3.1,19.22,United Kingdom,🇬🇧
652,4,1234.48,1540,1.5399999999999998,40,0.0,28.32,422.21276595744683,1.86,13.78,United Kingdom,🇬🇧
512,1,79.48,16,6.358,5,0.0,3.2,16.0,6.36,15.9,United Kingdom,🇬🇧
431,2,493.74,320,2.1427272727272726,32,0.0,9.7,315.93939393939394,2.14,15.91,United Kingdom,🇬🇧
462,1,404.29999999999995,586,1.591875,32,0.0,12.46,586.0,2.28,12.63,United Kingdom,🇬🇧
565,3,288.1,128,3.1035714285714286,20,0.0,4.57,113.53571428571429,3.1,16.72,United Kingdom,🇬🇧
606,3,451.92,642,1.3336363636363635,32,0.0,19.45,360.90909090909093,1.33,13.29,United Kingdom,🇬🇧
731,3,533.2,304,5.035526315789474,33,16.666666666666668,10.64,165.78947368421052,3.31,-19.59,United Kingdom,🇬🇧
576,2,1443.03,928,3.7035135135135135,37,0.0,26.37,490.7027027027027,2.09,23.05,United Kingdom,🇬🇧
699,9,7804.99,3970,3.5540978593272174,273,0.0,12.71,512.0061162079511,3.55,39.68,EIRE,🇮🇪
570,1,229.75,73,4.653571428571429,14,0.0,5.21,73.0,4.65,16.41,United Kingdom,🇬🇧
644,1,367.15,224,2.6284615384615386,13,0.0,17.23,224.0,2.63,28.24,United Kingdom,🇬🇧
528,3,570.46,200,4.933243243243243,29,0.0,8.43,91.91891891891892,3.86,16.93,United Kingdom,🇬🇧
592,4,1084.68,686,3.6044117647058824,64,0.0,9.76,237.26470588235293,3.82,14.34,United Kingdom,🇬🇧
486,1,352.15000000000003,194,2.5010526315789474,19,0.0,14.49,194.0,1.78,18.53,United Kingdom,🇬🇧
390,1,318.04,88,5.705,18,0.0,7.0,88.0,4.76,17.67,United Kingdom,🇬🇧
583,10,3969.1,1904,4.142254901960785,60,0.0,18.67,330.7156862745098,4.14,23.34,United Kingdom,🇬🇧
624,2,713.11,427,2.3936,43,0.0,8.54,218.54,2.39,13.33,United Kingdom,🇬🇧
550,5,3175.5,4679,279.0692307692308,4,0.0,359.92,1079.923076923077,279.07,1203.5,United Kingdom,🇬🇧
737,16,5722.76,2780,3.9405383360522026,465,9.090909090909092,5.03,280.7862969004894,3.61,-32.27,United Kingdom,🇬🇧
735,36,23980.62,8852,4.460290909090909,206,0.0,17.12,451.45272727272726,4.53,41.08,United Kingdom,🇬🇧
725,11,2162.64,2079,1.9296694214876033,57,0.0,15.37,285.8099173553719,2.14,28.12,United Kingdom,🇬🇧
554,1,109.44,576,0.19,1,0.0,576.0,576.0,0.19,109.44,United Kingdom,🇬🇧
612,6,1362.48,663,2.846951219512195,42,0.0,9.47,143.65853658536585,2.83,6.15,United Kingdom,🇬🇧
732,6,720.55,551,2.3084955752212393,95,0.0,4.9,115.24778761061947,2.32,4.75,United Kingdom,🇬🇧
673,4,1446.45,734,3.1321333333333334,54,0.0,10.1,340.76,2.47,24.29,United Kingdom,🇬🇧
575,1,115.08000000000001,100,4.3125,4,0.0,19.2,100.0,2.94,28.77,United Kingdom,🇬🇧
738,27,8848.49,3408,3.7761071428571427,265,0.0,6.19,197.14642857142857,3.78,10.73,United Kingdom,🇬🇧
724,1,431.98,180,3.74,21,0.0,8.57,180.0,3.74,20.57,United Kingdom,🇬🇧
728,3,299.65,151,2.66,37,33.333333333333336,3.6,73.97619047619048,2.66,-2.95,United Kingdom,🇬🇧
683,7,2414.33,1795,2.526940418679549,446,0.0,2.54,340.0161030595813,2.54,3.81,United Kingdom,🇬🇧
700,16,8000.88,3714,3.516486486486486,16,0.0,98.12,596.5405405405405,3.64,198.0,United Kingdom,🇬🇧
676,14,2868.7200000000003,1257,4.057080291970803,87,0.0,9.67,178.1167883211679,4.1,27.8,United Kingdom,🇬🇧
381,2,338.76,179,3.1885714285714286,55,0.0,3.15,174.83928571428572,2.58,5.43,United Kingdom,🇬🇧
616,12,7312.25,4641,3.243648648648649,364,0.0,7.75,751.7162162162163,2.94,11.34,United Kingdom,🇬🇧
736,19,7792.3,2504,3.8845205479452054,59,0.0,17.23,170.513698630137,4.42,101.4,United Kingdom,🇬🇧
390,1,241.3,85,3.2515384615384613,65,0.0,1.44,85.0,3.08,3.71,United Kingdom,🇬🇧
486,2,312.05,275,1.334,3,0.0,54.44,135.0,1.35,85.4,United Kingdom,🇬🇧
722,2,795.3199999999999,504,4.1378260869565215,23,0.0,21.82,219.82608695652175,4.23,30.48,United Kingdom,🇬🇧
735,7,3060.92,2536,1.9966981132075472,137,0.0,13.81,437.5943396226415,2.0,7.03,United Kingdom,🇬🇧
530,2,469.19,211,3.595,23,0.0,8.79,118.04166666666667,3.6,16.91,United Kingdom,🇬🇧
638,15,3620.96,2899,1.820821917808219,43,0.0,28.48,308.4246575342466,1.56,27.96,United Kingdom,🇬🇧
737,3,917.4300000000001,133,8.654736842105264,17,0.0,7.0,44.578947368421055,8.65,34.04,United Kingdom,🇬🇧
728,18,16395.55,7942,3.045229007633588,129,0.0,36.79,697.1068702290077,2.95,51.39,United Kingdom,🇬🇧
730,10,6701.599999999999,3847,207.67195121951218,30,0.0,87.41,567.1463414634146,907.29,306.57,United Kingdom,🇬🇧
686,14,1798.65,2048,1.511030303030303,89,0.0,13.86,219.14545454545456,1.54,12.88,United Kingdom,🇬🇧
431,4,889.37,581,3.6348000000000003,42,0.0,11.62,238.74,3.63,14.13,United Kingdom,🇬🇧
677,4,1227.47,425,4.656,73,0.0,4.57,143.96470588235294,4.53,18.07,United Kingdom,🇬🇧
561,2,225.81,58,4.188292682926829,37,0.0,1.41,29.853658536585368,4.19,4.81,United Kingdom,🇬🇧
684,1,321.6,85,4.763414634146342,40,0.0,2.07,85.0,4.76,7.84,United Kingdom,🇬🇧
666,1,390.85,65,6.4263157894736835,19,0.0,3.42,65.0,6.43,20.57,United Kingdom,🇬🇧
622,1,219.4,228,0.9833333333333334,6,0.0,38.0,228.0,0.98,36.57,United Kingdom,🇬🇧
540,3,792.61,740,2.8007894736842105,36,0.0,18.44,359.6578947368421,2.28,10.0,United Kingdom,🇬🇧
394,1,115.66,108,2.414285714285714,14,0.0,6.71,108.0,2.6,8.26,United Kingdom,🇬🇧
620,4,640.34,305,2.8484374999999997,80,0.0,3.96,125.86458333333333,2.72,6.63,United Kingdom,🇬🇧
736,5,1030.13,219,8.7455,70,0.0,3.18,64.275,8.37,13.05,United Kingdom,🇬🇧
728,13,4279.27,3024,2.7253836150845254,441,0.0,3.94,441.9232769830949,2.78,5.79,United Kingdom,🇬🇧
392,2,413.36,246,2.2866153846153847,48,0.0,3.78,124.4,2.29,6.42,United Kingdom,🇬🇧
721,5,523.65,272,3.0607070707070707,95,0.0,4.11,108.01010101010101,2.83,9.17,United Kingdom,🇬🇧
511,1,150.5,306,0.8885714285714286,7,0.0,43.71,306.0,0.89,21.5,United Kingdom,🇬🇧
730,19,6452.12,3752,2.986994134897361,362,0.0,6.15,236.26979472140764,2.73,8.25,United Kingdom,🇬🇧
462,1,39.95,1,39.95,1,0.0,1.0,1.0,39.95,39.95,United Kingdom,🇬🇧
734,3,608.0,444,2.2158219178082192,126,0.0,3.22,236.1917808219178,2.01,3.68,United Kingdom,🇬🇧
420,6,11984.53,2586,20.171145833333334,94,0.0,22.13,2316.8541666666665,7.74,142.64,United Kingdom,🇬🇧
697,2,9530.08,3316,3.141538461538462,13,0.0,255.08,1834.1538461538462,3.14,1380.0,United Kingdom,🇬🇧
722,13,3748.37,1783,3.315124378109453,111,0.0,9.58,158.67164179104478,3.02,27.24,United Kingdom,🇬🇧
439,2,310.82,157,2.713409090909091,41,0.0,3.57,154.38636363636363,2.71,7.25,United Kingdom,🇬🇧
722,1,2.95,1,2.95,1,0.0,1.0,1.0,2.95,2.95,United Kingdom,🇬🇧
645,2,422.86,352,2.175,39,0.0,8.8,176.7,2.17,10.15,United Kingdom,🇬🇧
729,11,2976.26,1890,2.4678025477707006,186,0.0,6.95,200.9171974522293,2.58,10.68,United Kingdom,🇬🇧
620,8,3965.34,3588,1.5405357142857141,15,0.0,115.71,502.5,1.61,54.73,United Kingdom,🇬🇧
664,1,0.0,5,0.0,1,0.0,5.0,5.0,0.0,0.0,United Kingdom,🇬🇧
559,3,527.3199999999999,424,2.3230701754385965,100,0.0,3.67,140.94736842105263,3.2,4.8,United Kingdom,🇬🇧
720,7,4443.650000000001,2685,2.8425806451612905,174,0.0,11.89,976.8801843317972,2.86,30.78,United Kingdom,🇬🇧
736,1,214.8,24,8.95,1,0.0,24.0,24.0,8.95,214.8,United Kingdom,🇬🇧
729,7,2513.71,1956,2.790151515151515,73,0.0,14.56,477.0530303030303,2.75,18.14,United Kingdom,🇬🇧
737,2,447.05,292,2.06,18,0.0,12.22,146.0,2.73,25.23,United Kingdom,🇬🇧
738,22,7287.95,3370,2.926138211382114,127,0.0,14.45,196.8089430894309,2.71,40.72,United Kingdom,🇬🇧
721,15,2750.34,1814,2.417891891891892,122,51.851851851851855,9.56,505.7567567567568,2.54,-5.88,United Kingdom,🇬🇧
732,25,5187.08,2552,2.93651376146789,61,48.38709677419355,21.32,293.4403669724771,2.84,-16.55,United Kingdom,🇬🇧
606,5,977.5600000000001,549,3.1098305084745763,58,0.0,8.78,125.61016949152543,3.76,15.69,United Kingdom,🇬🇧
666,2,622.67,509,2.1922727272727274,22,0.0,23.14,420.1818181818182,2.19,58.9,United Kingdom,🇬🇧
428,1,458.45,97,5.22,15,0.0,6.47,97.0,5.22,30.56,United Kingdom,🇬🇧
717,3,163.47,175,3.8499999999999996,11,0.0,14.58,67.83333333333333,3.85,22.16,United Kingdom,🇬🇧
429,1,-23.8,-4,5.95,1,100.0,-4.0,-4.0,5.95,-23.8,United Kingdom,🇬🇧
736,5,309.77,95,4.62375,12,0.0,5.94,56.0625,4.62,89.7,United Kingdom,🇬🇧
732,1,436.18,234,3.2745833333333336,24,0.0,9.75,234.0,3.27,18.17,United Kingdom,🇬🇧
443,1,466.33000000000004,379,2.1525000000000003,28,0.0,19.02,379.0,2.78,16.65,United Kingdom,🇬🇧
425,3,1190.3700000000001,507,4.138493150684932,64,0.0,7.08,172.7945205479452,4.07,16.66,United Kingdom,🇬🇧
550,2,271.86,247,1.94,19,0.0,12.29,237.35,1.91,15.09,United Kingdom,🇬🇧
578,4,1467.48,822,2.1496491228070176,22,0.0,12.97,227.26315789473685,2.43,18.63,United Kingdom,🇬🇧
727,3,1377.86,958,2.0307142857142857,131,0.0,5.52,364.12987012987014,2.28,5.48,United Kingdom,🇬🇧
648,1,168.22,105,2.179782608695652,45,0.0,2.28,105.0,2.18,3.66,United Kingdom,🇬🇧
733,1,305.5,50,15.9625,8,0.0,10.32,50.0,6.29,38.19,United Kingdom,🇬🇧
729,15,11123.35,5814,3.354111111111111,130,0.0,32.3,755.6666666666666,3.35,82.64,United Kingdom,🇬🇧
737,14,5057.54,5518,1.871796875,91,0.0,38.69,579.3984375,2.09,92.54,United Kingdom,🇬🇧
731,7,1553.96,1145,2.9192592592592597,86,0.0,10.6,227.4814814814815,2.92,15.14,United Kingdom,🇬🇧
695,2,294.09999999999997,400,0.8378571428571429,11,0.0,28.57,349.7142857142857,0.84,30.25,United Kingdom,🇬🇧
542,3,670.98,539,2.286046511627907,29,0.0,15.2,213.11627906976744,1.97,14.35,United Kingdom,🇬🇧
645,4,655.94,512,2.4689583333333336,42,0.0,10.67,237.08333333333334,2.47,16.34,United Kingdom,🇬🇧
485,1,30.6,12,2.55,1,0.0,12.0,12.0,2.55,30.6,United Kingdom,🇬🇧
610,3,3857.85,899,4.6499999999999995,10,0.0,59.04,310.42857142857144,4.79,276.72,United Kingdom,🇬🇧
694,8,6500.73,3894,3.026975088967972,226,0.0,10.65,848.4306049822064,2.86,16.64,United Kingdom,🇬🇧
639,9,1550.9,741,3.1529629629629627,21,0.0,25.36,113.4074074074074,3.31,41.37,United Kingdom,🇬🇧
413,1,309.09000000000003,207,2.212142857142857,14,0.0,13.12,207.0,3.15,22.08,United Kingdom,🇬🇧
359,1,306.18,262,1.3991666666666667,12,0.0,19.08,262.0,1.68,25.52,United Kingdom,🇬🇧
716,3,666.7,404,3.1464444444444446,44,0.0,8.98,196.8,3.15,15.31,United Kingdom,🇬🇧
658,6,1364.3500000000001,1127,1.6795294117647057,75,0.0,13.53,274.7176470588235,1.48,14.35,United Kingdom,🇬🇧
482,1,233.39999999999998,312,0.9076470588235294,17,0.0,18.35,312.0,0.91,13.73,United Kingdom,🇬🇧
695,8,4917.9800000000005,2739,3.0619421487603304,204,0.0,10.9,699.0123966942149,3.92,13.96,United Kingdom,🇬🇧
738,132,182624.26,106877,10.855566247224278,1093,0.0,39.4,2122.2653589933384,8.84,17.71,EIRE,🇮🇪
645,3,553.8000000000001,250,2.9294871794871793,33,0.0,5.93,89.25641025641026,2.55,16.98,United Kingdom,🇬🇧
736,12,3068.95,2072,1.815672268907563,380,0.0,3.41,273.1904761904762,1.61,3.98,United Kingdom,🇬🇧
698,7,8421.47,4661,2.5198130841121498,80,0.0,43.56,1311.822429906542,2.52,66.44,United Kingdom,🇬🇧
726,5,2182.46,1158,2.545276381909548,153,0.0,5.34,277.47236180904525,2.76,11.48,United Kingdom,🇬🇧
461,1,148.71,57,1.8566666666666667,6,0.0,16.38,57.0,4.44,24.78,United Kingdom,🇬🇧
625,2,251.15,82,3.303921568627451,39,0.0,1.61,40.90196078431372,3.3,3.93,United Kingdom,🇬🇧
680,4,711.7,193,4.041538461538462,32,0.0,2.96,48.58461538461538,4.16,10.85,United Kingdom,🇬🇧
564,3,305.9,138,3.5441176470588234,11,0.0,8.12,73.47058823529412,3.54,27.54,United Kingdom,🇬🇧
443,2,621.51,205,4.02734375,50,0.0,3.2,146.84375,4.03,8.82,United Kingdom,🇬🇧
394,3,570.18,270,2.4720689655172414,123,0.0,1.86,119.41379310344827,2.47,2.13,United Kingdom,🇬🇧
729,1,135.0,44,3.2566666666666664,6,0.0,3.3,44.0,2.92,22.5,United Kingdom,🇬🇧
642,4,356.27,77,6.009777777777778,38,0.0,1.71,38.355555555555554,6.01,6.69,United Kingdom,🇬🇧
730,3,116.11,41,5.366,4,0.0,5.62,22.6,4.52,23.6,United Kingdom,🇬🇧
627,10,4242.38,1459,4.850780487804878,126,0.0,7.91,290.59512195121954,4.38,23.03,United Kingdom,🇬🇧
380,3,336.21000000000004,115,3.59625,14,0.0,6.92,55.1875,3.54,29.93,United Kingdom,🇬🇧
651,9,1660.23,839,3.96890243902439,118,0.0,5.06,166.7439024390244,4.02,5.24,United Kingdom,🇬🇧
547,15,2164.48,270,11.619702970297029,63,0.0,2.78,29.138613861386137,10.41,17.27,United Kingdom,🇬🇧
562,2,308.35,120,2.714423076923077,48,0.0,2.31,80.1923076923077,2.71,4.55,United Kingdom,🇬🇧
595,5,660.07,172,5.10173076923077,42,0.0,3.31,46.73076923076923,5.1,15.73,United Kingdom,🇬🇧
480,2,278.34000000000003,60,5.3167647058823535,27,0.0,1.76,30.470588235294116,5.32,9.31,United Kingdom,🇬🇧
644,5,1550.63,1550,1.4717307692307693,75,0.0,14.9,339.7307692307692,1.47,13.62,United Kingdom,🇬🇧
473,1,123.5,50,4.8,8,0.0,6.25,50.0,4.8,15.44,United Kingdom,🇬🇧
388,2,1160.31,709,4.033921568627451,46,0.0,13.71,419.52941176470586,2.48,20.22,United Kingdom,🇬🇧
665,1,79.9,2,39.95,1,0.0,2.0,2.0,39.95,79.9,United Kingdom,🇬🇧
728,3,53.4,52,4.2,7,11.764705882352942,13.69,35.25,2.09,-39.75,United Kingdom,🇬🇧
387,1,293.74,218,1.6742857142857144,14,0.0,15.57,218.0,1.67,20.98,United Kingdom,🇬🇧
396,1,356.8,208,2.5704545454545453,22,0.0,10.2,208.0,2.67,16.22,United Kingdom,🇬🇧
728,22,7226.12,4144,3.0066230366492146,247,33.333333333333336,10.07,367.1937172774869,3.23,-4.95,United Kingdom,🇬🇧
633,7,1418.54,1142,1.2335714285714285,6,0.0,83.82,247.85714285714286,2.73,161.44,United Kingdom,🇬🇧
410,1,390.05,143,4.675,20,0.0,7.15,143.0,4.68,19.5,United Kingdom,🇬🇧
703,6,864.08,328,5.5852830188679246,33,0.0,6.27,69.26415094339623,5.16,16.91,United Kingdom,🇬🇧
530,5,731.1,202,5.094444444444445,15,0.0,11.5,109.38888888888889,5.18,44.13,United Kingdom,🇬🇧
616,1,379.2,140,3.9642857142857144,21,0.0,6.67,140.0,3.96,18.06,United Kingdom,🇬🇧
587,4,513.34,348,2.92,20,0.0,13.93,98.68181818181819,2.88,20.22,United Kingdom,🇬🇧
624,3,847.76,166,8.454482758620689,27,0.0,5.72,61.06896551724138,8.45,30.15,United Kingdom,🇬🇧
396,1,339.34,80,5.39625,16,0.0,5.0,80.0,5.4,21.21,United Kingdom,🇬🇧
